pattern,n_features,features,source,n,n_jak2,n_not_jak2,n_jak1,n_nonselective,ppv_jak2,recall_jak2,baseline_jak2_fraction,jak2_enrichment,odds_ratio,fisher_p,beam_score,passes_reporting_filter,fdr_q,passes_fdr,random_holdout_pattern,random_holdout_n_features,random_holdout_subset,random_holdout_discovery_seed,random_holdout_n,random_holdout_n_jak2,random_holdout_n_not_jak2,random_holdout_n_jak1,random_holdout_n_nonselective,random_holdout_ppv_jak2,random_holdout_recall_jak2,random_holdout_baseline_jak2_fraction,random_holdout_jak2_enrichment,random_holdout_odds_ratio,random_holdout_fisher_p,random_holdout_discovery_n,random_holdout_discovery_jak2_enrichment,random_holdout_discovery_fisher_p,random_holdout_discovery_fdr_q,independent_validation_pattern,independent_validation_n_features,independent_validation_n,independent_validation_n_jak2,independent_validation_n_jak1,independent_validation_n_nonselective,independent_validation_n_not_jak2,independent_validation_ppv_jak2,independent_validation_recall_jak2,independent_validation_baseline_jak2_fraction,independent_validation_jak2_enrichment,independent_validation_odds_ratio,independent_validation_fisher_p,independent_validation_mean_delta_pKi_pattern,independent_validation_mean_delta_pKi_nonpattern,independent_validation_mean_delta_pKi_shift,independent_validation_median_delta_pKi_shift,independent_validation_mannwhitney_u,independent_validation_mannwhitney_p,scaffold_holdout_n,scaffold_holdout_n_jak2,scaffold_holdout_n_not_jak2,scaffold_holdout_n_jak1,scaffold_holdout_n_nonselective,scaffold_holdout_ppv_jak2,scaffold_holdout_recall_jak2,scaffold_holdout_baseline_jak2_fraction,scaffold_holdout_jak2_enrichment,scaffold_holdout_odds_ratio,scaffold_holdout_fisher_p,specificity_jak2_enrichment,jak1_enrichment,nonselective_enrichment,specificity_score,passes_specificity_threshold,stable_under_ablation,jak1_feature_overlap,generic_binder_red_flag
J1:ALA906 AND J1:ARG1007:hydrophobic AND J1:LEU1010 AND J1:LEU881:hydrophobic AND J1:LEU959,5,J1:ALA906|J1:ARG1007:hydrophobic|J1:LEU1010|J1:LEU881:hydrophobic|J1:LEU959,beam_5,106,21,85,18,67,0.1981132075471698,0.1153846153846153,0.0449938195302843,4.403120464441219,5.797442455242967,4.703124772456791e-09,18.093714038469912,True,2.1920423434938482e-07,True,J1:ALA906 AND J1:ARG1007:hydrophobic AND J1:LEU1010 AND J1:LEU881:hydrophobic AND J1:LEU959,5,holdout,42,40,12,28,2,26,0.3,0.1538461538461538,0.0449826989619377,6.669230769230769,10.571428571428571,5.93474165598848e-08,106,4.403120464441219,4.703124772456791e-09,2.1920423434938482e-07,J1:ALA906 AND J1:ARG1007:hydrophobic AND J1:LEU1010 AND J1:LEU881:hydrophobic AND J1:LEU959,5,96,16,4,76,80,0.1666666666666666,0.0559440559440559,0.1025089605734767,1.6258741258741256,1.7955555555555556,0.0403124278996188,0.2180779269420451,-0.0085487372492127,0.2266266641912579,0.1367636854170977,171465.0,3.471279383032807e-08,3,1,2,1,1,0.3333333333333333,0.1666666666666666,0.0057142857142857,58.33333333333333,104.2,0.0170612506276424,5.023893572181243,0.2825281354805276,1.354856030775281,3.708064516129032,True,True,,False
J1:ALA906:hydrophobic AND J1:ARG1007:hydrophobic AND J1:LEU1010 AND J1:LEU881:hydrophobic AND J1:LEU959,5,J1:ALA906:hydrophobic|J1:ARG1007:hydrophobic|J1:LEU1010|J1:LEU881:hydrophobic|J1:LEU959,beam_5,106,21,85,18,67,0.1981132075471698,0.1153846153846153,0.0449938195302843,4.403120464441219,5.797442455242967,4.703124772456791e-09,18.093714038469912,True,2.1920423434938482e-07,True,J1:ALA906:hydrophobic AND J1:ARG1007:hydrophobic AND J1:LEU1010 AND J1:LEU881:hydrophobic AND J1:LEU959,5,holdout,42,40,12,28,2,26,0.3,0.1538461538461538,0.0449826989619377,6.669230769230769,10.571428571428571,5.93474165598848e-08,106,4.403120464441219,4.703124772456791e-09,2.1920423434938482e-07,J1:ALA906:hydrophobic AND J1:ARG1007:hydrophobic AND J1:LEU1010 AND J1:LEU881:hydrophobic AND J1:LEU959,5,96,16,4,76,80,0.1666666666666666,0.0559440559440559,0.1025089605734767,1.6258741258741256,1.7955555555555556,0.0403124278996188,0.2180779269420451,-0.0085487372492127,0.2266266641912579,0.1367636854170977,171465.0,3.471279383032807e-08,3,1,2,1,1,0.3333333333333333,0.1666666666666666,0.0057142857142857,58.33333333333333,104.2,0.0170612506276424,5.023893572181243,0.2825281354805276,1.354856030775281,3.708064516129032,True,True,,False
J1:ALA906 AND J1:ARG1007:hydrophobic AND J1:LEU1010:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959,5,J1:ALA906|J1:ARG1007:hydrophobic|J1:LEU1010:hydrophobic|J1:LEU881:hydrophobic|J1:LEU959,beam_5,106,21,85,18,67,0.1981132075471698,0.1153846153846153,0.0449938195302843,4.403120464441219,5.797442455242967,4.703124772456791e-09,18.093714038469912,True,2.1920423434938482e-07,True,J1:ALA906 AND J1:ARG1007:hydrophobic AND J1:LEU1010:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959,5,holdout,42,40,12,28,2,26,0.3,0.1538461538461538,0.0449826989619377,6.669230769230769,10.571428571428571,5.93474165598848e-08,106,4.403120464441219,4.703124772456791e-09,2.1920423434938482e-07,J1:ALA906 AND J1:ARG1007:hydrophobic AND J1:LEU1010:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959,5,96,16,4,76,80,0.1666666666666666,0.0559440559440559,0.1025089605734767,1.6258741258741256,1.7955555555555556,0.0403124278996188,0.2180779269420451,-0.0085487372492127,0.2266266641912579,0.1367636854170977,171465.0,3.471279383032807e-08,3,1,2,1,1,0.3333333333333333,0.1666666666666666,0.0057142857142857,58.33333333333333,104.2,0.0170612506276424,5.023893572181243,0.2825281354805276,1.354856030775281,3.708064516129032,True,True,,False
J1:ALA906:hydrophobic AND J1:ARG1007:hydrophobic AND J1:LEU1010:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959,5,J1:ALA906:hydrophobic|J1:ARG1007:hydrophobic|J1:LEU1010:hydrophobic|J1:LEU881:hydrophobic|J1:LEU959,beam_5,106,21,85,18,67,0.1981132075471698,0.1153846153846153,0.0449938195302843,4.403120464441219,5.797442455242967,4.703124772456791e-09,18.093714038469912,True,2.1920423434938482e-07,True,J1:ALA906:hydrophobic AND J1:ARG1007:hydrophobic AND J1:LEU1010:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959,5,holdout,42,40,12,28,2,26,0.3,0.1538461538461538,0.0449826989619377,6.669230769230769,10.571428571428571,5.93474165598848e-08,106,4.403120464441219,4.703124772456791e-09,2.1920423434938482e-07,J1:ALA906:hydrophobic AND J1:ARG1007:hydrophobic AND J1:LEU1010:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959,5,96,16,4,76,80,0.1666666666666666,0.0559440559440559,0.1025089605734767,1.6258741258741256,1.7955555555555556,0.0403124278996188,0.2180779269420451,-0.0085487372492127,0.2266266641912579,0.1367636854170977,171465.0,3.471279383032807e-08,3,1,2,1,1,0.3333333333333333,0.1666666666666666,0.0057142857142857,58.33333333333333,104.2,0.0170612506276424,5.023893572181243,0.2825281354805276,1.354856030775281,3.708064516129032,True,True,,False
J1:ALA906:hydrophobic AND J1:ARG1007:hydrophobic AND J1:LEU1010 AND J1:LEU959:hydrogen_bond AND J2:LEU855:hydrophobic,5,J1:ALA906:hydrophobic|J1:ARG1007:hydrophobic|J1:LEU1010|J1:LEU959:hydrogen_bond|J2:LEU855:hydrophobic,beam_5,88,18,70,15,55,0.2045454545454545,0.0989010989010989,0.0449938195302843,4.546078921078921,5.947212543554007,3.788747009729711e-08,16.725296801889364,True,1.4312189493720088e-06,True,J1:ALA906:hydrophobic AND J1:ARG1007:hydrophobic AND J1:LEU1010 AND J1:LEU959:hydrogen_bond AND J2:LEU855:hydrophobic,5,holdout,42,36,11,25,1,24,0.3055555555555556,0.141025641025641,0.0449826989619377,6.792735042735043,10.711044776119405,1.8184800937936073e-07,88,4.546078921078921,3.788747009729711e-08,1.4312189493720088e-06,J1:ALA906:hydrophobic AND J1:ARG1007:hydrophobic AND J1:LEU1010 AND J1:LEU959:hydrogen_bond AND J2:LEU855:hydrophobic,5,96,16,3,77,80,0.1666666666666666,0.0559440559440559,0.1025089605734767,1.6258741258741256,1.7955555555555556,0.0403124278996188,0.2320723875190761,-0.0090474262675479,0.2411198137866241,0.1562699319115157,172788.0,1.2781902869850084e-08,2,1,1,0,1,0.5,0.1666666666666666,0.0057142857142857,87.5,208.6,0.0114013346043851,5.198232009925558,0.2661232760010131,1.3550910040723283,3.8360759493670886,True,True,,False
J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J2:LEU855:hydrophobic,5,J1:ALA906:hydrophobic|J1:ARG1007|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond|J2:LEU855:hydrophobic,beam_5,193,30,163,33,130,0.155440414507772,0.1648351648351648,0.0449938195302843,3.454705915845812,4.4801420729738455,9.265689789610215e-10,20.833869737937963,True,5.268071641332206e-08,True,J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J2:LEU855:hydrophobic,5,holdout,42,80,16,64,12,52,0.2,0.2051282051282051,0.0449826989619377,4.446153846153846,6.419354838709677,1.654754585645367e-07,193,3.454705915845812,9.265689789610215e-10,5.268071641332206e-08,J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J2:LEU855:hydrophobic,5,300,50,13,237,250,0.1666666666666666,0.1748251748251748,0.1025089605734767,1.6258741258741256,1.9101694915254237,0.0002586444907155,0.138692219164597,-0.0175511979567558,0.1562434171213529,0.0,458469.5,6.062813582832647e-11,11,2,9,7,2,0.1818181818181818,0.3333333333333333,0.0057142857142857,31.81818181818182,57.5,0.0014640132487188,3.7451958298112142,0.3399651740122832,1.417985523248681,2.6412087912087916,True,True,,False
J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU1010 AND J1:LEU959:hydrogen_bond,4,J1:ALA906:hydrophobic|J1:ARG1007|J1:LEU1010|J1:LEU959:hydrogen_bond,beam_4,225,33,192,48,144,0.1466666666666666,0.1813186813186813,0.0449938195302843,3.2597069597069597,4.234584731543624,5.706206679260002e-10,21.649279004851103,True,3.4153610236829126e-08,True,J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU1010 AND J1:LEU959:hydrogen_bond,4,holdout,42,106,18,88,22,66,0.1698113207547169,0.2307692307692307,0.0449826989619377,3.7750362844702465,5.345454545454546,3.472712318545921e-07,225,3.2597069597069597,5.706206679260002e-10,3.4153610236829126e-08,J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU1010 AND J1:LEU959:hydrogen_bond,4,295,49,9,237,246,0.1661016949152542,0.1713286713286713,0.1025089605734767,1.620362688159298,1.8977393571404069,0.0003426149463919,0.1542723407006593,-0.0190802235148847,0.1733525642155441,0.0,450324.0,1.7184212112606848e-10,17,2,15,12,3,0.1176470588235294,0.3333333333333333,0.0057142857142857,20.58823529411765,34.3,0.0035649388439534,3.4246920752963046,0.4361688133853462,1.3494424163846968,2.5378571428571424,True,True,,False
J1:ALA906 AND J1:ARG1007 AND J1:LEU1010:hydrophobic AND J1:LEU959:hydrogen_bond,4,J1:ALA906|J1:ARG1007|J1:LEU1010:hydrophobic|J1:LEU959:hydrogen_bond,beam_4,225,33,192,48,144,0.1466666666666666,0.1813186813186813,0.0449938195302843,3.2597069597069597,4.234584731543624,5.706206679260002e-10,21.649279004851103,True,3.4153610236829126e-08,True,J1:ALA906 AND J1:ARG1007 AND J1:LEU1010:hydrophobic AND J1:LEU959:hydrogen_bond,4,holdout,42,106,18,88,22,66,0.1698113207547169,0.2307692307692307,0.0449826989619377,3.7750362844702465,5.345454545454546,3.472712318545921e-07,225,3.2597069597069597,5.706206679260002e-10,3.4153610236829126e-08,J1:ALA906 AND J1:ARG1007 AND J1:LEU1010:hydrophobic AND J1:LEU959:hydrogen_bond,4,295,49,9,237,246,0.1661016949152542,0.1713286713286713,0.1025089605734767,1.620362688159298,1.8977393571404069,0.0003426149463919,0.1542723407006593,-0.0190802235148847,0.1733525642155441,0.0,450324.0,1.7184212112606848e-10,17,2,15,12,3,0.1176470588235294,0.3333333333333333,0.0057142857142857,20.58823529411765,34.3,0.0035649388439534,3.4246920752963046,0.4361688133853462,1.3494424163846968,2.5378571428571424,True,True,,False
J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU1010:hydrophobic AND J1:LEU959:hydrogen_bond,4,J1:ALA906:hydrophobic|J1:ARG1007|J1:LEU1010:hydrophobic|J1:LEU959:hydrogen_bond,beam_4,225,33,192,48,144,0.1466666666666666,0.1813186813186813,0.0449938195302843,3.2597069597069597,4.234584731543624,5.706206679260002e-10,21.649279004851103,True,3.4153610236829126e-08,True,J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU1010:hydrophobic AND J1:LEU959:hydrogen_bond,4,holdout,42,106,18,88,22,66,0.1698113207547169,0.2307692307692307,0.0449826989619377,3.7750362844702465,5.345454545454546,3.472712318545921e-07,225,3.2597069597069597,5.706206679260002e-10,3.4153610236829126e-08,J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU1010:hydrophobic AND J1:LEU959:hydrogen_bond,4,295,49,9,237,246,0.1661016949152542,0.1713286713286713,0.1025089605734767,1.620362688159298,1.8977393571404069,0.0003426149463919,0.1542723407006593,-0.0190802235148847,0.1733525642155441,0.0,450324.0,1.7184212112606848e-10,17,2,15,12,3,0.1176470588235294,0.3333333333333333,0.0057142857142857,20.58823529411765,34.3,0.0035649388439534,3.4246920752963046,0.4361688133853462,1.3494424163846968,2.5378571428571424,True,True,,False
J1:ALA906 AND J1:ARG1007 AND J1:LEU1010 AND J1:LEU959:hydrogen_bond,4,J1:ALA906|J1:ARG1007|J1:LEU1010|J1:LEU959:hydrogen_bond,beam_4,225,33,192,48,144,0.1466666666666666,0.1813186813186813,0.0449938195302843,3.2597069597069597,4.234584731543624,5.706206679260002e-10,21.649279004851103,True,3.4153610236829126e-08,True,J1:ALA906 AND J1:ARG1007 AND J1:LEU1010 AND J1:LEU959:hydrogen_bond,4,holdout,42,106,18,88,22,66,0.1698113207547169,0.2307692307692307,0.0449826989619377,3.7750362844702465,5.345454545454546,3.472712318545921e-07,225,3.2597069597069597,5.706206679260002e-10,3.4153610236829126e-08,J1:ALA906 AND J1:ARG1007 AND J1:LEU1010 AND J1:LEU959:hydrogen_bond,4,295,49,9,237,246,0.1661016949152542,0.1713286713286713,0.1025089605734767,1.620362688159298,1.8977393571404069,0.0003426149463919,0.1542723407006593,-0.0190802235148847,0.1733525642155441,0.0,450324.0,1.7184212112606848e-10,17,2,15,12,3,0.1176470588235294,0.3333333333333333,0.0057142857142857,20.58823529411765,34.3,0.0035649388439534,3.4246920752963046,0.4361688133853462,1.3494424163846968,2.5378571428571424,True,True,,False
J1:ARG1007 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J2:TYR931,4,J1:ARG1007|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond|J2:TYR931,beam_4,238,23,215,77,138,0.0966386554621848,0.1263736263736263,0.0449938195302843,2.14782066672823,2.4544098288723126,0.0004960555857457,13.851915750422556,True,0.0051497820523767,True,J1:ARG1007 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J2:TYR931,4,holdout,42,109,11,98,28,70,0.1009174311926605,0.141025641025641,0.0449826989619377,2.243472124206069,2.610112701797137,0.007927402889752,238,2.14782066672823,0.0004960555857457,0.0051497820523767,J1:ARG1007 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J2:TYR931,4,247,41,8,198,206,0.1659919028340081,0.1433566433566433,0.1025089605734767,1.6192916395345545,1.8668119675054489,0.0013021912133453,0.1674548167462562,-0.0170885398738766,0.1845433566201328,0.0,392640.0,4.1696048360833776e-11,42,2,40,34,6,0.0476190476190476,0.3333333333333333,0.0057142857142857,8.333333333333332,12.55,0.021162143775914,2.177854134338284,0.624085924627736,1.2749610468403128,1.7081730769230767,True,True,,False
J1:ARG1007 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J2:LEU855:hydrophobic AND J2:TYR931,5,J1:ARG1007|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond|J2:LEU855:hydrophobic|J2:TYR931,beam_5,231,22,209,75,134,0.0952380952380952,0.1208791208791208,0.0449938195302843,2.116692830978545,2.403947368421053,0.0007782515836351,13.33095012622867,True,0.0076366827434689,True,J1:ARG1007 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J2:LEU855:hydrophobic AND J2:TYR931,5,holdout,42,104,10,94,27,67,0.0961538461538461,0.1282051282051282,0.0449826989619377,2.1375739644970415,2.443679599499374,0.0228763470748381,231,2.116692830978545,0.0007782515836351,0.0076366827434689,J1:ARG1007 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J2:LEU855:hydrophobic AND J2:TYR931,5,241,40,8,193,201,0.1659751037344398,0.1398601398601398,0.1025089605734767,1.6191277602065983,1.8630425110221251,0.001688897472615,0.1685517719785521,-0.0167578635581694,0.1853096355367215,0.0,384821.5,4.2753238822019267e-11,41,2,39,34,5,0.048780487804878,0.3333333333333333,0.0057142857142857,8.536585365853659,12.884615384615383,0.0202066267498703,2.12316877152698,0.62797149157851,1.276186970923813,1.663681592039801,True,True,,False
J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU1010:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond,5,J1:ALA906:hydrophobic|J1:ARG1007|J1:LEU1010:hydrophobic|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond,beam_5,204,33,171,33,138,0.1617647058823529,0.1813186813186813,0.0449938195302843,3.5952650290885586,4.781820322618627,3.826877559926947e-11,22.350118558278417,True,3.217940382343593e-09,True,J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU1010:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond,5,holdout,42,90,18,72,14,58,0.2,0.2307692307692307,0.0449826989619377,4.446153846153846,6.6,2.3839687173223816e-08,204,3.5952650290885586,3.826877559926947e-11,3.217940382343593e-09,J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU1010:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond,5,272,45,7,220,227,0.1654411764705882,0.1573426573426573,0.1025089605734767,1.6139191690662278,1.8729778638931032,0.0006940770527998,0.1639808614664083,-0.0185455168712494,0.1825263783376577,0.0,423742.0,6.284491429886287e-11,11,2,9,6,3,0.1818181818181818,0.3333333333333333,0.0057142857142857,31.81818181818182,57.5,0.0014640132487188,3.8556907378335943,0.329712256065881,1.417985523248681,2.7191326530612243,True,True,,False
J1:ALA906 AND J1:ARG1007 AND J1:LEU1010:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond,5,J1:ALA906|J1:ARG1007|J1:LEU1010:hydrophobic|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond,beam_5,204,33,171,33,138,0.1617647058823529,0.1813186813186813,0.0449938195302843,3.5952650290885586,4.781820322618627,3.826877559926947e-11,22.350118558278417,True,3.217940382343593e-09,True,J1:ALA906 AND J1:ARG1007 AND J1:LEU1010:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond,5,holdout,42,90,18,72,14,58,0.2,0.2307692307692307,0.0449826989619377,4.446153846153846,6.6,2.3839687173223816e-08,204,3.5952650290885586,3.826877559926947e-11,3.217940382343593e-09,J1:ALA906 AND J1:ARG1007 AND J1:LEU1010:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond,5,272,45,7,220,227,0.1654411764705882,0.1573426573426573,0.1025089605734767,1.6139191690662278,1.8729778638931032,0.0006940770527998,0.1639808614664083,-0.0185455168712494,0.1825263783376577,0.0,423742.0,6.284491429886287e-11,11,2,9,6,3,0.1818181818181818,0.3333333333333333,0.0057142857142857,31.81818181818182,57.5,0.0014640132487188,3.8556907378335943,0.329712256065881,1.417985523248681,2.7191326530612243,True,True,,False
J1:ALA906 AND J1:ARG1007 AND J1:LEU1010 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond,5,J1:ALA906|J1:ARG1007|J1:LEU1010|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond,beam_5,204,33,171,33,138,0.1617647058823529,0.1813186813186813,0.0449938195302843,3.5952650290885586,4.781820322618627,3.826877559926947e-11,22.350118558278417,True,3.217940382343593e-09,True,J1:ALA906 AND J1:ARG1007 AND J1:LEU1010 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond,5,holdout,42,90,18,72,14,58,0.2,0.2307692307692307,0.0449826989619377,4.446153846153846,6.6,2.3839687173223816e-08,204,3.5952650290885586,3.826877559926947e-11,3.217940382343593e-09,J1:ALA906 AND J1:ARG1007 AND J1:LEU1010 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond,5,272,45,7,220,227,0.1654411764705882,0.1573426573426573,0.1025089605734767,1.6139191690662278,1.8729778638931032,0.0006940770527998,0.1639808614664083,-0.0185455168712494,0.1825263783376577,0.0,423742.0,6.284491429886287e-11,11,2,9,6,3,0.1818181818181818,0.3333333333333333,0.0057142857142857,31.81818181818182,57.5,0.0014640132487188,3.8556907378335943,0.329712256065881,1.417985523248681,2.7191326530612243,True,True,,False
J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU1010 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond,5,J1:ALA906:hydrophobic|J1:ARG1007|J1:LEU1010|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond,beam_5,204,33,171,33,138,0.1617647058823529,0.1813186813186813,0.0449938195302843,3.5952650290885586,4.781820322618627,3.826877559926947e-11,22.350118558278417,True,3.217940382343593e-09,True,J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU1010 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond,5,holdout,42,90,18,72,14,58,0.2,0.2307692307692307,0.0449826989619377,4.446153846153846,6.6,2.3839687173223816e-08,204,3.5952650290885586,3.826877559926947e-11,3.217940382343593e-09,J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU1010 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond,5,272,45,7,220,227,0.1654411764705882,0.1573426573426573,0.1025089605734767,1.6139191690662278,1.8729778638931032,0.0006940770527998,0.1639808614664083,-0.0185455168712494,0.1825263783376577,0.0,423742.0,6.284491429886287e-11,11,2,9,6,3,0.1818181818181818,0.3333333333333333,0.0057142857142857,31.81818181818182,57.5,0.0014640132487188,3.8556907378335943,0.329712256065881,1.417985523248681,2.7191326530612243,True,True,,False
J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J2:LEU855:hydrophobic,5,J1:ALA906:hydrophobic|J1:ARG1007|J1:LEU881|J1:LEU959:hydrogen_bond|J2:LEU855:hydrophobic,beam_5,195,30,165,35,130,0.1538461538461538,0.1648351648351648,0.0449938195302843,3.4192730346576505,4.423444976076555,1.1992405190982963e-09,20.7636910329067,True,6.629825258533017e-08,True,J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J2:LEU855:hydrophobic,5,holdout,42,81,16,65,13,52,0.1975308641975308,0.2051282051282051,0.0449826989619377,4.3912630579297245,6.3166253101736975,1.990171601494357e-07,195,3.4192730346576505,1.1992405190982963e-09,6.629825258533017e-08,J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J2:LEU855:hydrophobic,5,303,50,14,239,253,0.165016501650165,0.1748251748251748,0.1025089605734767,1.6097763622516097,1.8850070342332683,0.0003955032982419,0.1348213653781531,-0.0172680703146454,0.1520894356927986,0.0,462491.0,5.0165922377135466e-11,13,2,11,9,2,0.1538461538461538,0.3333333333333333,0.0057142857142857,26.923076923076923,46.95454545454545,0.0020656446938343,3.704487179487179,0.3586878937404959,1.402572637126413,2.641208791208791,True,True,,False
J1:ALA906 AND J1:ARG1007 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J2:LEU855:hydrophobic,5,J1:ALA906|J1:ARG1007|J1:LEU881|J1:LEU959:hydrogen_bond|J2:LEU855:hydrophobic,beam_5,195,30,165,35,130,0.1538461538461538,0.1648351648351648,0.0449938195302843,3.4192730346576505,4.423444976076555,1.1992405190982963e-09,20.7636910329067,True,6.629825258533017e-08,True,J1:ALA906 AND J1:ARG1007 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J2:LEU855:hydrophobic,5,holdout,42,81,16,65,13,52,0.1975308641975308,0.2051282051282051,0.0449826989619377,4.3912630579297245,6.3166253101736975,1.990171601494357e-07,195,3.4192730346576505,1.1992405190982963e-09,6.629825258533017e-08,J1:ALA906 AND J1:ARG1007 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J2:LEU855:hydrophobic,5,303,50,14,239,253,0.165016501650165,0.1748251748251748,0.1025089605734767,1.6097763622516097,1.8850070342332683,0.0003955032982419,0.1348213653781531,-0.0172680703146454,0.1520894356927986,0.0,462491.0,5.0165922377135466e-11,13,2,11,9,2,0.1538461538461538,0.3333333333333333,0.0057142857142857,26.923076923076923,46.95454545454545,0.0020656446938343,3.704487179487179,0.3586878937404959,1.402572637126413,2.641208791208791,True,True,,False
J1:ARG1007 AND J1:LEU881:hydrophobic AND J1:LEU959 AND J2:TYR931,4,J1:ARG1007|J1:LEU881:hydrophobic|J1:LEU959|J2:TYR931,beam_4,255,23,232,81,151,0.0901960784313725,0.1263736263736263,0.0449938195302843,2.004632622279681,2.2639611797874646,0.0014144772530808,13.048296354665654,True,0.0126838972422467,True,J1:ARG1007 AND J1:LEU881:hydrophobic AND J1:LEU959 AND J2:TYR931,4,holdout,42,113,11,102,30,72,0.0973451327433628,0.141025641025641,0.0449826989619377,2.164057181756297,2.501316944688323,0.0149657548799923,255,2.004632622279681,0.0014144772530808,0.0126838972422467,J1:ARG1007 AND J1:LEU881:hydrophobic AND J1:LEU959 AND J2:TYR931,4,273,45,9,219,228,0.1648351648351648,0.1573426573426573,0.1025089605734767,1.6080073772381465,1.8639440925966368,0.0007224885417108,0.1625047580800439,-0.0184579325064739,0.1809626905865179,0.0,426794.0,2.3728481548338177e-11,45,2,43,35,8,0.0444444444444444,0.3333333333333333,0.0057142857142857,7.777777777777778,11.63953488372093,0.0241445296611418,2.053574414715719,0.6220993157061726,1.2889026019746843,1.5932735426008968,True,True,,False
